"","array","month.day","temp.avg","hum.avg","dew.pt.avg","light.avg","light.min","light.max","temp.min","temp.max","temp.std","light.std","dew.pt.std","hum.std","hum.max","hum.min","dp.max","dp.min","daynum","grove"
"597","SW","01-22",11.1517708333333,64.0590277777778,3.74027777777778,2548.58958333333,0,46844.8,4.831,19.187,3.8868761141042,5187.25155106608,1.20025081260668,16.9811841483262,93.5,37.5,6,1.3,53,"P"
"598","SW","01-23",11.7416979166667,59.7760416666667,3.35520833333333,2911.16493055556,0,88178.4,5.037,20.901,4.57209766613821,8610.43491365477,2.89929234877985,14.2615323696775,81,34,10.2,-0.1,54,"P"
"599","SW","01-24",13.4869722222222,62.5381944444444,5.86666666666667,3012.93576388889,0,121245.2,8.481,24.448,4.3101002129783,8920.59203691074,3.69985403234062,13.197452486344,87,37.5,12.2,-1.1,55,"P"
"600","SW","01-25",12.5539618055556,73.1371527777778,7.48923611111111,3240.77256944444,0,137778.7,7.079,20.519,3.47659270425638,9869.98412859173,2.69926860137794,6.32244287053209,82.5,49.5,12.8,3.5,56,"P"
"601","SW","01-26",9.07246728971963,69.8177570093458,3.51588785046729,544.533644859813,0,5511.1,6.877,15.378,1.79624855571826,1259.92199488578,0.775101884077218,5.56072502881224,79,53.5,5.1,2.2,57,"P"
"602","SW","12-09",12.8398076923077,77.7628205128205,8.63846153846154,0,0,0,10.944,14.709,1.05766046718035,0,0.400074918059031,6.65559249217614,87,65.5,9.4,7.6,9,"P"
"603","SW","12-10",12.4526875,71.3958333333333,6.78159722222222,1232.28715277778,0,24800.2,8.68,20.424,3.01905621653338,2458.49549847797,1.87389220726599,14.4899791157033,92,46,11,3.4,10,"P"
"604","SW","12-11",12.6546944444444,63.5052083333333,5.15625,1914.78576388889,0,33066.9,7.983,21.282,3.91135744328841,3895.48876509678,0.991723151067055,11.8809046845639,79,41,7.1,3.5,11,"P"
"605","SW","12-12",14.21884375,57.3489583333333,5.375,1893.96979166667,0,33066.9,8.082,22.525,3.57288136972403,3705.35559388006,1.67325758350786,8.23737122056761,78,42.5,8.5,2.2,12,"P"
"606","SW","12-13",12.0546979166667,67.3489583333333,5.52291666666667,2295.93784722222,0,88178.4,5.86,20.71,3.94874387680373,6381.94236416339,2.65439530965723,9.05926666458163,79.5,46.5,10.1,1.4,13,"P"
"607","SW","12-14",12.9077222222222,81.9565972222222,9.49131944444444,1237.74444444444,0,7233.4,8.481,17.475,2.99416573209992,1829.45480808142,2.60711188853525,5.79805550285682,94,70.5,14,4.6,14,"P"
"608","SW","12-15",10.95090625,87.265625,8.30972222222222,2215.13194444444,0,77156.1,5.45,19.092,3.48415110985978,5565.13088765629,2.28364338290176,8.64916859461352,97.5,67.5,12,4.3,15,"P"
"609","SW","12-16",12.7276770833333,86.3715277777778,10.0493055555556,2317.98819444444,0,82667.2,7.682,16.903,2.64703129417938,5927.4843643267,1.67980405891441,7.4936085490459,98,72,12.3,6.2,16,"P"
"610","SW","12-17",13.6336944444444,94.6822916666667,12.3520833333333,1533.71284722222,0,18600.1,10.846,16.618,1.47498490999322,2383.290911168,1.0502343358883,5.32552844951095,100.5,82.5,14.6,9.9,17,"P"
"611","SW","12-18",12.6169930555556,80.1302083333333,8.47222222222222,1957.05902777778,0,20666.8,7.782,20.329,3.78823053670902,2917.30201885004,2.0743982610789,16.5619802199683,100,50.5,12.8,4.6,18,"P"
"612","SW","12-19",12.9357569444444,71.453125,7.27881944444444,2404.66180555556,0,60622.6,7.983,19.567,3.60468755839946,5595.79203155529,1.70013403715401,10.9344128296206,91,44.5,11.7,4.5,19,"P"
"613","SW","12-20",11.9441215277778,87.234375,9.42291666666667,1923.45833333333,0,26178,7.28,15.951,2.82637621299336,3157.37357819198,2.38197993215991,7.24663316933738,97.5,71,13.2,5.8,20,"P"
"614","SW","12-21",13.9674652777778,88.4045138888889,11.6104166666667,1718.42118055556,0,30311.3,10.748,19.377,2.44705706604984,3025.42472695483,0.965590483889727,9.02274017031362,97.5,64.5,14.1,9.8,21,"P"
"615","SW","12-22",12.9585486111111,82.5815972222222,9.62256944444444,1829.49826388889,0,66133.8,8.68,18.521,2.8936828428218,4551.97432742355,1.76262326142349,8.80307842601025,97,62,13.3,7.1,22,"P"
"616","SW","12-23",13.0215625,75.7256944444444,8.30902777777778,1524.034375,0,18600.1,8.382,21.282,3.34897471796748,2432.90296647536,1.27996696355693,11.3758760984531,90,51,11.5,6.2,23,"P"
"617","SW","12-24",13.0374548611111,84.75,10.0819444444444,1989.24131944444,0,82667.2,8.382,17.57,2.79095827923355,5764.20300125831,3.17268728966752,9.01566580820057,99.5,62,14.1,5.6,24,"P"
"618","SW","12-25",12.0541597222222,85.3993055555556,9.02222222222222,2271.45694444444,0,57867,7.682,18.711,2.44497575902192,5468.14345569018,1.48980013833647,13.1970564584545,101,52.5,12,5.6,25,"P"
"619","SW","12-26",11.2855069444444,67.6597222222222,4.63298611111111,2353.53090277778,0,38578,6.674,18.521,3.54472952334587,5342.0320736794,0.894537491583354,16.5186150698238,90,33.5,7.1,1.3,26,"P"
"620","SW","12-27",11.3384340277778,63.9947916666667,3.99097222222222,2240.80902777778,0,33066.9,5.141,19.187,3.50889143415378,4803.0323973893,2.58599587417432,15.1093277357213,88,35.5,7.5,-2,27,"P"
"621","SW","12-28",9.59902430555556,47.1545138888889,-1.79131944444444,2251.98333333333,0,44089.2,4.519,17.475,3.66533690159508,4798.21845633396,1.55050660329712,10.2184969492703,68,30.5,2.2,-6.1,28,"P"
"622","SW","12-29",9.46426041666667,56.296875,0.768402777777778,2191.6625,0,52355.9,2.943,15.951,3.63800546853488,5040.9219991363,2.9355934558876,8.24407023460505,73,41,7.3,-3.2,29,"P"
"623","SW","12-30",9.49311111111111,65.84375,2.94270833333333,2164.63958333333,0,55111.5,3.683,17.284,4.15659751234076,4765.19800416683,3.4968600586862,7.64840826281546,84.5,46.5,9.9,-1.4,30,"P"
"624","SW","12-31",9.34490972222222,67.1267361111111,2.75694444444444,1921.92777777778,0,33066.9,4.519,16.141,3.61587736046152,3531.70737505088,2.26977267208977,16.2827931380373,92,40,6.5,-1.5,31,"P"
"625","Cluster","01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,"BL"
"626","Cluster","01-02",5.47570192307692,77.2932692307692,1.28653846153846,568.107692307692,0,16533.4,0.784,12.787,3.89140686087814,1909.25024392321,1.87828974533707,10.1219770932524,90.5,54,NA,NA,33,"BL"
"627","Cluster","01-03",5.65338541666667,73.2934027777778,0.405555555555556,4066.496875,0,115734.1,-1.341,16.713,5.85498790133712,12600.5746451987,2.65343844450637,17.5687259225317,90.5,34.5,6,-3.3,34,"BL"
"628","Cluster","01-04",6.79663888888889,80.9270833333333,3.28506944444444,3955.30520833333,0,110223,-0.887,18.045,5.67689541646601,11950.8095401623,4.49111620132864,12.0345711002904,96.5,40,9.5,-3,35,"BL"
"629","Cluster","01-05",9.41371875,92.3177083333333,7.7625,552.512152777778,0,7577.8,3.683,14.9,2.93897912317806,1188.51713164814,2.34310836164807,13.6566507756993,104,55,10.5,2.9,36,"BL"
"630","Cluster","01-06",11.8382604166667,103.484375,11.8725694444444,2850.35659722222,0,85422.8,6.471,16.237,2.99776989321124,8103.86466488156,2.76647003257828,1.18818176834782,104.5,99.5,15,6.6,37,"BL"
"631","Cluster","01-07",13.8300138888889,104.836805555556,14.24375,2750.00520833333,0,79911.6,10.455,18.14,1.65333045566373,7382.46920143808,1.60850174838713,0.60436813293588,105.5,103,17.5,10.8,38,"BL"
"632","Cluster","01-08",13.1585173611111,104.727430555556,13.2944444444444,2942.6375,0,33066.9,9.373,17.95,2.41636217916152,5276.25562516385,2.12144444177803,1.10171437297541,106,101.5,17.1,9.9,39,"BL"
"633","Cluster","01-09",13.17671875,101.756944444444,13.0065972222222,579.084375,0,4822.3,8.481,15.282,1.4617950163247,977.330166323479,1.10292210116881,6.41603123692051,106,82.5,14.7,8.9,40,"BL"
"634","Cluster","01-10",10.5204131944444,105.625,10.7739583333333,6090.27048611111,0,132267.5,4.519,18.806,3.54867477734511,17652.0105299108,3.20613234683716,0.972621730869142,107,102.5,15.9,4.9,41,"BL"
"635","Cluster","01-11",12.8580833333333,99.3246527777778,11.9475694444444,3795.71666666667,0,143289.8,6.978,20.519,3.85919902234604,10639.8129473812,2.96658410457483,10.226340070519,106.5,75,18.5,7.4,42,"BL"
"636","Cluster","01-12",11.3493055555556,105.142361111111,11.5770833333333,3371.39965277778,0,154312.1,7.381,20.519,2.38856304469981,11051.8140618766,2.050604355549,1.13644594605646,106.5,99,17.3,7.9,43,"BL"
"637","Cluster","01-13",10.8230451388889,98.9461805555556,9.99965277777778,1854.80104166667,0,12400.1,5.141,15.569,3.49648707947135,2981.44167736083,2.66572643757612,8.92797658200441,106.5,79,14.7,5.4,44,"BL"
"638","Cluster","01-14",13.1129375,82.6545138888889,9.79305555555556,2448.58010204082,0,41333.6,9.5,16.903,1.77216495767045,4871.47936890885,1.22347268239562,12.4442133721971,101.5,64.5,12.6,7.4,45,"BL"
"639","Cluster","01-15",12.703125,89.3038194444444,10.9677083333333,NA,NA,NA,11.5,15,0.650293923092589,NA,0.80058708314608,4.99325880008617,100.5,80.5,12.1,9.6,46,"BL"
"640","Cluster","01-16",14.5086805555556,91.546875,13.059375,NA,NA,NA,7.5,18.5,3.05023463917871,NA,2.19874424685233,8.61873762705259,104,71.5,16,7.9,47,"BL"
"641","Cluster","01-17",14.3211805555556,104.815972222222,15.0517361111111,NA,NA,NA,11,16.5,1.27771136671162,NA,1.21399954070166,0.592480546374291,106,103.5,17.1,11.9,48,"BL"
"642","Cluster","01-18",11.9722222222222,103.465277777778,12.4847222222222,NA,NA,NA,6,18,3.5151626653237,NA,3.35922090362707,2.7991118413295,106.5,95,18.5,6.9,49,"BL"
"643","Cluster","01-19",15.2083333333333,76.6840277777778,10.8208333333333,NA,NA,NA,7.5,24,4.74727136003975,NA,2.21899858130481,14.3393718035512,103.5,54.5,15.4,7.3,50,"BL"
"644","Cluster","01-20",12.2239583333333,95.3298611111111,11.4791666666667,NA,NA,NA,8,16,2.56028681939367,NA,2.46238248981193,4.29494605939545,102,82.5,15.3,7.6,51,"BL"
"645","Cluster","01-21",11.4965277777778,76.7621527777778,7.44965277777778,NA,NA,NA,6,19,2.41294168044582,NA,1.14945823517749,8.84397420111329,94,51,10,4.9,52,"BL"
"646","Cluster","01-22",9.82465277777778,71.3263888888889,4.27326388888889,NA,NA,NA,2,18.5,4.89057793029178,NA,1.29558904841961,19.0789045117219,101,40.5,8.6,1.7,53,"BL"
"647","Cluster","01-23",10.0416666666667,70.0572916666667,4.2875,NA,NA,NA,1,20.5,5.99753143178603,NA,2.83322436082031,17.3662439083003,97.5,41.5,10.4,0.4,54,"BL"
"648","Cluster","01-24",11.6059027777778,73.2829861111111,6.25902777777778,NA,NA,NA,3.5,25.5,6.50797419340406,NA,3.75320375470248,19.9676730581881,101.5,34,12.6,0.9,55,"BL"
"649","Cluster","01-25",10.9097222222222,81.78125,7.37083333333333,NA,NA,NA,2.5,23.5,5.97210495162574,NA,2.60001005090526,18.8688134518347,101.5,44.5,12.1,2.5,56,"BL"
"650","Cluster","01-26",12.1996527777778,69.3472222222222,5.96909722222222,NA,NA,NA,3.5,26,6.88779407329297,NA,2.61839842880688,19.3154428818104,96.5,27.5,12.1,2.2,57,"BL"
"651","Cluster","01-27",11.5625,73.9166666666667,6.56979166666667,NA,NA,NA,5,23.5,5.35934333436567,NA,2.66465259942263,16.3248277173145,97,34,12.2,2.7,58,"BL"
"652","Cluster","01-28",8.46333333333333,87.23,6.14733333333333,NA,NA,NA,4.5,18,4.60780511837779,NA,1.77672108323346,14.8815941900585,99.5,51.5,10.3,4,59,"BL"
"653","Cluster","12-18",15.5001071428571,NA,NA,0,0,0,11.236,22.717,3.21049376158892,0,NA,NA,NA,NA,NA,NA,18,"BL"
"654","Cluster","12-19",15.3206388888889,NA,NA,22.4631944444444,0,3444.5,10.063,23.677,4.69224514749567,207.026292409068,NA,NA,NA,NA,NA,NA,19,"BL"
"655","Cluster","12-20",16.1783472222222,NA,NA,0,0,0,14.421,16.903,0.543252911364994,0,NA,NA,NA,NA,NA,NA,20,"BL"
"656","Cluster","12-21",15.03565625,NA,NA,2556.17708333333,0,68889.3,10.063,20.996,2.24358230457062,7843.80215027404,NA,NA,NA,NA,NA,NA,21,"BL"
"657","Cluster","12-22",12.3131006944444,NA,NA,3899.01805555556,0,82667.2,7.079,21.855,3.47664135156134,11174.4443338728,NA,NA,NA,NA,NA,NA,22,"BL"
"658","Cluster","12-23",10.8452118055556,NA,NA,3286.29513888889,0,68889.3,4.831,18.711,4.57811828121489,7723.37141556933,NA,NA,NA,NA,NA,NA,23,"BL"
"659","Cluster","12-24",11.7329722222222,NA,NA,3610.296875,0,88178.4,5.037,19.853,4.4699970620144,10386.2192700453,NA,NA,NA,NA,NA,NA,24,"BL"
"660","Cluster","12-25",11.9290833333333,NA,NA,2922.78854166667,0,110223,6.166,15.569,2.32853227837378,8924.80220590168,NA,NA,NA,NA,NA,NA,25,"BL"
"661","Cluster","12-26",8.9684375,NA,NA,3825.38958333333,0,121245.2,3.472,20.043,4.72348048935977,10977.0536317437,NA,NA,NA,NA,NA,NA,26,"BL"
"662","Cluster","12-27",9.28636805555556,NA,NA,3874.94722222222,0,121245.2,2.195,20.234,4.86221389437522,12595.5905829916,NA,NA,NA,NA,NA,NA,27,"BL"
"663","Cluster","12-28",7.02114930555556,NA,NA,3883.95659722222,0,121245.2,-1.001,19.853,5.45641210706814,12075.3270638773,NA,NA,NA,NA,NA,NA,28,"BL"
"664","Cluster","12-29",6.39511805555556,NA,NA,3924.54513888889,0,121245.2,-0.887,17.665,5.38972174686805,12616.7464311273,NA,NA,NA,NA,NA,NA,29,"BL"
"665","Cluster","12-30",7.34134246575342,NA,NA,5295.76712328767,0,121245.2,-0.213,17.855,6.23395176746339,13916.1987778686,NA,NA,NA,NA,NA,NA,30,"BL"
"666","Cluster","12-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,"BL"
"667","NW","01-01",7.70833333333333,55.2239583333333,-1.37291666666667,NA,NA,NA,0.5,15,4.65012831863713,NA,2.39084253952043,15.5995515757381,80.5,25.5,5.2,-5,32,"BL"
"668","NW","01-02",4.61595138888889,65.9861111111111,-1.80625,125.715094339623,0,1894.5,-2,12.401,5.03491529200132,299.555249627702,2.75308426978102,15.1860063547015,86.5,36,4.6,-5.6,33,"BL"
"669","NW","01-03",5.39119791666667,72.4166666666667,0.0295138888888889,1727.05486111111,0,79911.6,-1.341,15.855,5.61808226723224,7263.77981926516,2.72358337178829,16.4862945930147,88,36,6.2,-3.7,34,"BL"
"670","NW","01-04",6.4368125,80.4131944444444,2.86145833333333,1767.83263888889,0,99200.7,-0.887,15.664,5.41212018000063,7730.19684622841,4.51474633298699,10.2227507874548,94.5,42.5,9.3,-3.5,35,"BL"
"671","NW","01-05",9.33955902777778,89.8524305555556,7.33576388888889,162.990972222222,0,1722.2,3.578,14.421,2.97044945917868,335.02343595036,2.45520256262081,12.6922125289556,101,56,10,2,36,"BL"
"672","NW","01-06",11.5566284722222,99.6840277777778,11.0746527777778,905.705902777778,0,57867,5.86,14.996,3.00559056169538,3681.32867362793,2.73570084484143,1.99498196945716,102,94.5,14.3,5.8,37,"BL"
"673","NW","01-07",13.6324444444444,102.75,13.8409722222222,550.570138888889,0,6544.5,10.455,16.808,1.46135808525796,1015.83415798388,1.5441206103009,0.488544735094089,103.5,101.5,16.7,10.5,38,"BL"
"674","NW","01-08",12.8233888888889,103.083333333333,12.8881944444444,805.725,0,14466.8,9.176,16.427,2.26691081488963,1554.28148330281,2.16558435846484,0.588803783505493,104,101.5,16.4,9.5,39,"BL"
"675","NW","01-09",13.1251388888889,103.164930555556,13.1572916666667,162.841319444444,0,1259.4,8.68,15.091,1.37622179919262,275.249179590334,1.1735242604631,1.13453208917278,104.5,100.5,14.7,9.1,40,"BL"
"676","NW","01-10",10.1603680555556,104.050347222222,10.3618055555556,1985.240625,0,71644.9,4.415,17.379,3.29798553812895,7448.31738528225,3.26948720052459,0.702211452706957,104.5,100.5,15.6,4.6,41,"BL"
"677","NW","01-11",12.5739861111111,100.052083333333,11.9375,1333.90763888889,0,63378.2,6.877,19.758,3.71720434174304,5337.38162582857,3.142745088278,7.27740973896007,104.5,74,17.8,7.1,42,"BL"
"678","NW","01-12",11.1692222222222,103.583333333333,11.2322916666667,1238.60173611111,0,88178.4,7.179,18.045,2.14400591210521,6579.39458298695,1.95466892809675,0.88246566199445,104.5,100,16.6,7.6,43,"BL"
"679","NW","01-13",10.5327013888889,102.828125,10.3739583333333,497.385416666667,0,2927.8,5.347,15.091,3.43713837214424,789.13693017125,3.06968695557486,2.85432747285585,105,89,14.7,5.6,44,"BL"
"680","NW","01-14",13.0783958333333,77.5243055555556,8.90763888888889,588.391836734694,0,3788.9,10,15.473,1.63061945741349,739.203010479699,1.39908281858363,12.5744237211988,95.5,59.5,12,6.2,45,"BL"
"681","NW","01-15",12.8506944444444,83.6510416666667,10.1270833333333,NA,NA,NA,11.5,15,0.612244004986167,NA,0.794336990423712,4.60539741198299,91.5,75.5,11.3,8.8,46,"BL"
"682","NW","01-16",14.2065972222222,88.1649305555556,12.1836805555556,NA,NA,NA,7,18,3.29922251704788,NA,2.34731167947425,8.2446087967343,100,73,15.4,6.8,47,"BL"
"683","NW","01-17",14.390625,102.586805555556,14.790625,NA,NA,NA,11,16.5,1.25259964864714,NA,1.17755532431043,0.835471994353383,103.5,100,16.8,11.5,48,"BL"
"684","NW","01-18",12.0850103806228,97.416955017301,11.4737024221453,383.885245901639,0,2755.6,6,18.711,3.63317285146769,625.494493659776,3.07603874641938,8.63998435095661,104,77,17.5,6.6,49,"BL"
"685","NW","01-19",15.2925902777778,68.5,8.95069444444444,1362.94756944444,0,49600.3,7.882,23.196,4.41702386585615,3905.30600913827,1.81284601273588,14.6110430290658,97,48.5,12.7,6,50,"BL"
"686","NW","01-20",12.3742361111111,91.6024305555556,10.8166666666667,592.428819444444,0,2927.8,8.382,15.855,2.43420719083032,853.570816175072,2.450982879004,4.59082872230385,99,77,14.4,7.1,51,"BL"
"687","NW","01-21",11.348,73.1267361111111,6.33923611111111,1318.40104166667,0,35822.5,5.962,14.996,2.27568682897142,3417.18533020082,1.15430814300387,8.70011897310306,92,55,8.7,3.8,52,"BL"
"688","NW","01-22",9.67335416666667,67.4982638888889,2.93368055555556,1407.275,0,39955.8,2.088,17.284,4.67428980607772,3739.32866757009,1.10214124601664,19.8133933102512,97,37.5,5.5,0.4,53,"BL"
"689","NW","01-23",9.59290277777778,67.4305555555556,2.94513888888889,1284.38715277778,0,24800.2,1.548,19.187,5.75160244517813,3166.25140670503,2.60648694542492,18.1477781163801,94,36,9.2,-0.5,54,"BL"
"690","NW","01-24",11.1029930555556,69.9548611111111,4.81840277777778,1322.84618055556,0,33066.9,3.788,21.569,6.01330313954279,3345.38857663742,3.61690401483587,19.1522792918032,96.5,31,11.3,-0.1,55,"BL"
"691","NW","01-25",10.2260763888889,80.0555555555556,6.18368055555556,1397.14861111111,0,41333.6,2.943,20.138,5.47370301450568,3889.65324657666,2.46208411377718,17.283364049311,97,43.5,10.8,1.7,56,"BL"
"692","NW","01-26",11.6691631944444,68.2048611111111,4.91041666666667,1168.67430555556,0,13089,3.683,23.581,6.62781005379328,1984.24746536248,2.33994903753433,19.8647792245265,93.5,27,10.7,1.5,57,"BL"
"693","NW","01-27",10.9771180555556,71.8298611111111,5.38368055555556,1572.88506944444,0,38578,5.141,20.805,4.82327223131488,4153.31686384731,2.53325842601981,15.1266618800121,91.5,31.5,11.4,2,58,"BL"
"694","NW","01-28",8.33297972972973,83.0844594594595,5.12297297297297,892.172297297297,0,11711.2,4.623,17.094,4.11702797412434,1682.23333918295,1.6132990914422,13.8879613743126,94.5,48.5,8.2,2.9,59,"BL"
"695","NW","12-18",18.3244537037037,60.2962962962963,9.57592592592593,14.0527777777778,0,215.3,11.334,27.961,5.47881982548063,37.7912897503761,4.36031102316805,3.62625230514189,65,53.5,18.4,4.2,18,"BL"
"696","NW","12-19",15.5086770833333,60.1267361111111,7.63923611111111,57.8944444444444,0,1463.9,9.866,24.931,5.09783574183812,213.947318494482,3.34181960905402,9.14443227186463,80.5,33,16.4,3.6,19,"BL"
"697","NW","12-20",16.0704791666667,61.2465277777778,8.37465277777778,0,0,0,14.9,16.999,0.561313025996466,0,1.29451397425416,3.74119012897062,66.5,57,10.1,5.9,20,"BL"
"698","NW","12-21",14.9010555555556,76.3993055555556,10.4118055555556,689.15625,0,35822.5,10.259,17.95,2.08994407766665,2623.14042088791,1.41367125422472,11.7483158940052,97.5,53.5,12.7,6,21,"BL"
"699","NW","12-22",12.3017430555556,83.1180555555556,9.05486111111111,1087.45868055556,0,34444.7,7.28,17.95,2.95311114336029,3183.96965350161,1.67888422633933,11.2854144267882,99.5,61.5,12,5.7,22,"BL"
"700","NW","12-23",10.7796041666667,80.7569444444444,7.05659722222222,915.161111111111,0,31689.1,4.831,18.806,4.48760855541153,2332.01276289116,2.18133311640633,13.2543446444964,97,50,10.8,3.2,23,"BL"
"701","NW","12-24",11.5979166666667,86.4496527777778,8.97708333333333,996.117013888889,0,38578,5.347,16.999,4.23019838662963,2937.49035304614,4.11938933179409,9.61035663140809,98,60.5,13.9,3,24,"BL"
"702","NW","12-25",12.0644201388889,81.0208333333333,8.48541666666667,1067.23784722222,0,26178,7.481,15.378,1.83424899438188,2754.93936891582,1.63376689000331,10.5334831984811,100.5,56,11.5,3.8,25,"BL"
"703","NW","12-26",9.16311111111111,73.8298611111111,3.94756944444444,1386.42048611111,0,52355.9,3.155,16.713,4.33413908858256,4334.18021012391,1.90928256826334,15.6699587411481,95.5,35,9.4,1,26,"BL"
"704","NW","12-27",9.35687152777778,70.3559027777778,3.51979166666667,1446.74340277778,0,55111.5,2.303,16.618,4.59170654445665,4845.0634204928,2.6570117528351,14.1693675048949,98,40.5,8.7,-1.2,27,"BL"
"705","NW","12-28",6.88214236111111,58.0694444444444,-1.940625,1596.16840277778,0,60622.6,-0.887,15.091,5.21176627893205,5894.22894573559,1.55797899944697,18.457042234677,86,32.5,1.3,-5,28,"BL"
"706","NW","12-29",6.21325694444444,66.4600694444444,-0.205902777777778,1624.68680555556,0,88178.4,-0.662,14.038,5.03487271584496,6694.17154288783,2.97678588991841,11.8376489682794,82,40.5,5.6,-4.1,29,"BL"
"707","NW","12-30",6.92108680555556,76.1927083333333,2.64930555555556,2323.96717948718,0,110223,-0.325,14.23,5.48842989575904,8501.58807245208,4.31877025547214,8.46422162349484,86.5,46.5,9.7,-3.1,30,"BL"
"708","NW","12-31",8.22222222222222,67.0295138888889,1.85486111111111,NA,NA,NA,0.5,14.5,4.41401702126692,NA,2.61092130964767,18.8198870954509,100,39,6.6,-2.1,31,"BL"
"709","NE","01-01",8.76041666666667,51.6666666666667,-1.39027777777778,NA,NA,NA,1,19,4.78727579964655,NA,2.39876040706756,15.3515142428048,76.5,22.5,4.8,-5.1,32,"BL"
"710","NE","01-02",5.3884375,56.0223463687151,-3.53575418994413,296.057657657658,0,3961.1,-1.5,17,5.37731409350353,732.784639521121,1.6845817224722,16.4894264068727,77,27.5,NA,NA,33,"BL"
"711","NE","01-03",6.93448611111111,NA,NA,7981.8875,0,126756.4,-1.114,29.953,6.98949058023795,21400.7783951889,NA,NA,NA,NA,NA,NA,34,"BL"
"712","NE","01-04",8.10671527777778,NA,NA,8047.10590277778,0,121245.2,-0.549,29.752,6.6701491498854,21187.8401684117,NA,NA,NA,NA,NA,NA,35,"BL"
"713","NE","01-05",9.63154166666667,NA,NA,490.768402777778,0,7233.4,3.998,14.804,2.83507914182622,1100.33173338449,NA,NA,NA,NA,NA,NA,36,"BL"
"714","NE","01-06",12.1125868055556,NA,NA,3783.34513888889,0,74400.5,6.877,16.903,2.89271417333372,9334.22589903748,NA,NA,NA,NA,NA,NA,37,"BL"
"715","NE","01-07",14.3067534722222,NA,NA,4132.20034722222,0,104711.8,10.553,26.292,2.47062783955631,13752.1542858863,NA,NA,NA,NA,NA,NA,38,"BL"
"716","NE","01-08",13.5639652777778,NA,NA,3679.89270833333,0,46844.8,9.472,21.855,2.75094203418488,7434.00216107398,NA,NA,NA,NA,NA,NA,39,"BL"
"717","NE","01-09",13.2449756944444,NA,NA,456.720833333333,0,3616.7,8.581,15.282,1.46590410535515,757.606772813274,NA,NA,NA,NA,NA,NA,40,"BL"
"718","NE","01-10",11.3307291666667,NA,NA,7111.98645833333,0,110223,4.415,27.862,4.36902885774896,17471.8848353135,NA,NA,NA,NA,NA,NA,41,"BL"
"719","NE","01-11",13.1504652777778,NA,NA,4779.68402777778,0,60622.6,7.481,21.664,4.03719294089293,10266.0544807009,NA,NA,NA,NA,NA,NA,42,"BL"
"720","NE","01-12",11.6288090277778,NA,NA,3724.328125,0,88178.4,7.682,19.662,2.59469685143737,9532.2428825536,NA,NA,NA,NA,NA,NA,43,"BL"
"721","NE","01-13",11.1424444444444,NA,NA,1995.03194444444,0,21355.7,5.552,15.569,3.41691023148163,3494.48876134366,NA,NA,NA,NA,NA,NA,44,"BL"
"722","NE","01-14",14.3188368421053,NA,NA,1786.70052631579,0,19977.9,11.625,16.332,0.775156232561452,2482.15391458991,NA,NA,NA,NA,NA,NA,45,"BL"
"723","NE","01-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,"BL"
"724","NE","01-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,"BL"
"725","NE","01-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,"BL"
"726","NE","01-18",13.8866068376068,NA,NA,624.771794871795,0,5338.9,9.768,18.901,2.98764719146061,1270.09736192411,NA,NA,NA,NA,NA,NA,49,"BL"
"727","NE","01-19",16.5686215277778,NA,NA,9315.04861111111,0,176356.7,8.182,31.166,5.45709393433685,23779.6727692603,NA,NA,NA,NA,NA,NA,50,"BL"
"728","NE","01-20",12.7867361111111,NA,NA,1791.82465277778,0,10333.4,8.879,16.999,2.53029045167571,2667.67541234444,NA,NA,NA,NA,NA,NA,51,"BL"
"729","NE","01-21",12.4575277777778,NA,NA,9947.61979166667,0,176356.7,6.978,25.513,3.4855463330221,26516.7972179753,NA,NA,NA,NA,NA,NA,52,"BL"
"730","NE","01-22",11.2496840277778,NA,NA,11621.0388888889,0,187379,2.837,25.222,5.50769746759816,30524.5118862602,NA,NA,NA,NA,NA,NA,53,"BL"
"731","NE","01-23",11.4125902777778,NA,NA,13054.1798611111,0,187379,1.764,29.053,6.65863596636639,33196.5867856662,NA,NA,NA,NA,NA,NA,54,"BL"
"732","NE","01-24",12.9480868055556,NA,NA,13263.3298611111,0,176356.7,4.727,31.37,7.59567471153478,34045.659036315,NA,NA,NA,NA,NA,NA,55,"BL"
"733","NE","01-25",12.4299201388889,NA,NA,14318.2322916667,0,187379,3.367,35.328,7.38608672000348,35321.5749394962,NA,NA,NA,NA,NA,NA,56,"BL"
"734","NE","01-26",13.35740625,NA,NA,10754.0916666667,0,121245.2,3.893,33.848,7.64697685510681,23654.1173268092,NA,NA,NA,NA,NA,NA,57,"BL"
"735","NE","01-27",9.06699074074074,NA,NA,15636.7453703704,0,165334.4,5.552,28.159,5.11945766055656,39200.6142928751,NA,NA,NA,NA,NA,NA,58,"BL"
